,0
2141,432426056
2142,433856773
2143,434390699
2144,434541160
2145,435004016
2146,435013173
2147,435496873
2148,435625837
2149,435943423
2150,436221966
2151,436710310
2152,436769269
2153,436788436
2154,436792186
2155,437313850
2156,438335335
2157,438361302
2158,438863820
2159,439022974
2160,439411549
2161,439435493
2162,439437124
2163,439497346
2164,439841289
2165,439842794
2166,440052712
2167,440655405
2168,440751537
2169,440950769
2170,441017016
2171,441601385
2172,441602706
2173,441621273
2174,441841219
2175,441996964
2176,441999776
2177,442249807
2178,442258410
2179,442831600
2180,443586538
2181,445581367
2182,445807761
2183,446127152
2184,446451239
2185,446774944
2186,446870123
2187,447428678
2188,447958916
2189,448266034
2190,448339287
2191,448981804
2192,449102163
2193,449244159
2194,449299868
2195,449332916
2196,449439543
2197,449888961
2198,450313246
2199,450535506
2200,450743119
2201,450891619
2202,450896381
2203,451451139
2204,451885235
2205,451902785
2206,451975547
2207,452134262
2208,452165645
2209,452275370
2210,452641211
2211,453211254
2212,453283129
2213,453331836
2214,453441475
2215,453761784
2216,453781297
2217,453786378
2218,453991799
2219,454236061
2220,454291948
2221,454464470
2222,454706473
2223,454891967
2224,455025669
2225,455108082
2226,455186123
2227,455403252
2228,455567772
2229,455754013
2230,455940164
2231,456318798
2232,456649662
2233,456929177
2234,456980406
2235,457065423
2236,457393559
2237,457494167
2238,457510394
2239,457516727
2240,457780062
2241,457785145
2242,457829892
2243,457920463
2244,457924376
2245,458035708
2246,458211145
2247,458221594
2248,458267011
2249,458328303
2250,459014771
2251,459126949
2252,459142874
2253,459308964
2254,459879606
2255,460278438
2256,460445630
2257,460568734
2258,460680044
2259,461259022
2260,461368555
2261,461623388
2262,461679576
2263,461772663
2264,461795320
2265,461821680
2266,461948260
2267,462061794
2268,462266188
2269,462566491
2270,462566828
2271,462594843
2272,462643939
2273,462902461
2274,462914064
2275,463206461
2276,463222723
2277,463356831
2278,463420047
2279,463514012
2280,463609598
2281,463823477
2282,463831000
2283,463851496
2284,464092062
2285,464206870
2286,464221341
2287,464250495
2288,464595116
2289,464726667
2290,464834374
2291,465252243
2292,465345411
2293,465430824
2294,465625374
2295,465716947
2296,465842790
2297,465877091
2298,466052992
2299,466067499
2300,466282017
2301,466322368
2302,466363384
2303,466384087
2304,466533427
2305,466570279
2306,466763616
2307,466780601
2308,466819481
2309,466843626
2310,466970442
2311,467019591
2312,467043839
2313,467116614
2314,467273158
2315,467301134
2316,467357477
2317,467366494
2318,467557847
2319,467638188
2320,467660704
2321,467694246
2322,467777001
2323,467903468
2324,468041833
2325,468131040
2326,468229020
2327,468239431
2328,468279919
2329,468300203
2330,468854295
2331,468857337
2332,468871681
2333,468933049
2334,468979872
2335,468985202
2336,469352204
2337,469359947
2338,469442290
2339,469523916
2340,469544014
2341,469630667
2342,469702316
2343,469721873
2344,469786692
2345,469793777
2346,470392909
2347,470799709
2348,470832176
2349,471129448
2350,471141256
2351,471251134
2352,471348105
2353,472175597
2354,472311696
2355,472338774
2356,472378072
2357,472476550
2358,472478698
2359,472586684
2360,472643754
2361,472679229
2362,472720160
2363,472778476
2364,472828638
2365,472863731
2366,472920107
2367,473001685
2368,473042538
2369,473112373
2370,473112757
2371,473201119
2372,473306405
2373,473385071
2374,473396276
2375,473665638
2376,473687826
2377,473709178
2378,473791843
2379,473909555
2380,473946011
2381,474443347
2382,474749891
2383,475092562
2384,475172908
2385,475299098
